timestamp,run_id,license_key,stage,provider,model,is_batch,input_tokens,output_tokens,cached_tokens,cost_usd,latency_ms,success,error_message
2026-05-01T16:33:58.985014,2fded9ca-8a46-4b6f-98db-15e6e9325ef7,,stage1,google,gemini-2.5-flash,0,484,37,0,0.000047,865,1,
2026-05-01T16:33:59.096600,2fded9ca-8a46-4b6f-98db-15e6e9325ef7,,stage1,google,gemini-2.5-flash,0,518,44,0,0.000052,922,1,
2026-05-01T16:33:59.140754,2fded9ca-8a46-4b6f-98db-15e6e9325ef7,,stage1,google,gemini-2.5-flash,0,474,50,0,0.000051,830,1,
2026-05-01T16:33:59.151180,2fded9ca-8a46-4b6f-98db-15e6e9325ef7,,stage1,google,gemini-2.5-flash,0,484,35,0,0.000047,882,1,
2026-05-01T16:33:59.216881,2fded9ca-8a46-4b6f-98db-15e6e9325ef7,,stage1,google,gemini-2.5-flash,0,516,59,0,0.000056,927,1,
2026-05-01T16:33:59.232350,2fded9ca-8a46-4b6f-98db-15e6e9325ef7,,stage1,google,gemini-2.5-flash,0,485,35,0,0.000047,754,1,
2026-05-01T16:33:59.324505,2fded9ca-8a46-4b6f-98db-15e6e9325ef7,,stage1,google,gemini-2.5-flash,0,469,39,0,0.000047,749,1,
2026-05-01T16:33:59.383470,2fded9ca-8a46-4b6f-98db-15e6e9325ef7,,stage1,google,gemini-2.5-flash,0,499,48,0,0.000052,946,1,
2026-05-01T16:33:59.667438,2fded9ca-8a46-4b6f-98db-15e6e9325ef7,,stage1,google,gemini-2.5-flash,0,470,40,0,0.000047,779,1,
2026-05-01T16:33:59.869507,2fded9ca-8a46-4b6f-98db-15e6e9325ef7,,stage1,google,gemini-2.5-flash,0,509,35,0,0.000049,761,1,
2026-05-01T16:33:59.883626,2fded9ca-8a46-4b6f-98db-15e6e9325ef7,,stage1,google,gemini-2.5-flash,0,473,55,0,0.000052,911,1,
2026-05-01T16:33:59.919704,2fded9ca-8a46-4b6f-98db-15e6e9325ef7,,stage1,google,gemini-2.5-flash,0,512,29,0,0.000047,769,1,
2026-05-01T16:34:00.004361,2fded9ca-8a46-4b6f-98db-15e6e9325ef7,,stage1,google,gemini-2.5-flash,0,498,45,0,0.000051,1006,1,
2026-05-01T16:34:00.133616,2fded9ca-8a46-4b6f-98db-15e6e9325ef7,,stage1,google,gemini-2.5-flash,0,492,38,0,0.000048,974,1,
2026-05-01T16:34:00.146550,2fded9ca-8a46-4b6f-98db-15e6e9325ef7,,stage1,google,gemini-2.5-flash,0,483,39,0,0.000048,811,1,
2026-05-01T16:34:00.160006,2fded9ca-8a46-4b6f-98db-15e6e9325ef7,,stage1,google,gemini-2.5-flash,0,502,40,0,0.000050,931,1,
2026-05-01T16:34:00.171385,2fded9ca-8a46-4b6f-98db-15e6e9325ef7,,stage1,google,gemini-2.5-flash,0,500,46,0,0.000051,776,1,
